483.0,535.0,1457.0,1.742990974334302E15
572.0,704.0,1626.0,2.054192136172937E15
58.0,432.0,2330.0,3.519901541280189E15
120.0,574.0,1277.0,1.856756393873841E15
593.0,976.0,1530.0,2.153853100652536E15
97.0,557.0,2368.0,5.905917757037508E15
518.0,1464.0,1501.0,1.856855974773624E15
331.0,1216.0,2718.0,5.958691171336786E15
600000.0,2016.0,1521.0,2.543470933802191E15
297.0,905.0,2709.0,4.869049222895746E15
371.0,1547.0,2692.0,7.155709587774817E15
162.0,1805.0,2703.0,2.725979474650569E15
544.0,2130.0,1561.0,2.250808173377891E15
456.0,1848.0,2743.0,9.274240990436172E15
431.0,1883.0,2721.0,8.792028938085097E15
452.0,81.0,2546.0,6.962208395090698E15
378.0,2035.0,2866.0,7.614369149967185E15
61.0,1066.0,2378.0,3.804029199732942E15
491.0,3214.0,1546.0,2.321560383002962E15
85.0,1561.0,2462.0,5.908021806607154E15
528.0,3351.0,1501.0,2.649555357760948E15
564.0,1339.0,1480.0,2.036933385124415E15
371.0,1761.0,2687.0,7.315501257030352E15
254.0,1227.0,2675.0,4.286271331804198E15
335.0,51.0,3459.0,5.181920088325464E15
373.0,601.0,2560.0,5.935878062927506E15
47.0,2065.0,2454.0,3.114393948079909E15
406.0,2964.0,2643.0,8.539101057417766E15
464.0,3014.0,2842.0,9.877084505458008E15
427.0,1385.0,2855.0,8.334204490027565E15
208.0,3266.0,2702.0,4.085136160672151E15
254.0,3176.0,2620.0,5.172404971276435E15
372.0,3629.0,2441.0,7.201646200083706E15
545.0,1127.0,1520.0,1.967021594963079E15
163.0,3965.0,2192.0,2.488190491838047E15
186.0,3554.0,2516.0,3.384834294828456E15
235.0,3763.0,2364.0,4.139166922183762E15
280.0,37.0,3062.0,4.331017700595508E15
343.0,1517.0,2711.0,6.497524706609948E15
93.0,3704.0,849.0,1.410572951099823E15
112.0,3766.0,1201.0,1.732201678418944E15
516.0,2185.0,1494.0,2.094947547884756E15
101.0,1803.0,2531.0,7.261697580258866E15
2.0,3413.0,89.0,1.27304217174254E14
402.0,2047.0,2805.0,8.139963727783786E15
481.0,726.0,1579.0,1.742498980459417E15
541.0,1519.0,1412.0,1.956752050283868E15
329.0,1134.0,2816.0,5.824709334329605E15
43.0,735.0,2470.0,2.613033036222202E15
97.0,3093.0,1825.0,4.088435468771684E15
483.0,1479.0,1579.0,1.732679966179668E15
299.0,1279.0,2731.0,5.346805365213503E15
69.0,2000.0,2533.0,4.815016723841186E15
441.0,4009.0,2403.0,7.418597460838443E15
483.0,1761.0,1528.0,1.759530098771013E15
497.0,1654.0,1521.0,1.793781808900874E15
340.0,921.0,2673.0,5.786936462565902E15
304.0,402.0,2482.0,4.735648422534151E15
543.0,3314.0,1570.0,2.698430560407097E15
577.0,670.0,1497.0,2.080860432166888E15
461.0,3599.0,2548.0,9.123563504148156E15
31.0,3583.0,311.0,4.6223688171346E14
320.0,3704.0,2492.0,5.944895399402663E15
488.0,2379.0,1585.0,2.016434573309501E15
23.0,1793.0,2183.0,5.983211976163438E15
378.0,21.0,2033.0,5.768997627879294E15
573.0,86.0,1447.0,2.07938935369761E15
213.0,537.0,2781.0,3.307772484177607E15
505.0,969.0,1422.0,1.815091056186634E15
101.0,501.0,2573.0,6.162882698284183E15
378.0,741.0,2947.0,6.26090742608203E15
317.0,931.0,2689.0,5.32344626547478E15
273.0,1042.0,2738.0,4.566660169049306E15
454.0,1129.0,2813.0,8.591230453311122E15
352.0,1201.0,2648.0,6.464635056267576E15
565.0,1839.0,1479.0,2.215421670516451E15
535.0,1987.0,1595.0,2.121893264500291E15
600000.0,2016.0,1557.0,2.53066505060361E15
177.0,355.0,2653.0,2.747838254893618E15
146.0,1538.0,1317.0,2.325670522104501E15
160.0,1592.0,2722.0,2.607062421473857E15
443.0,1885.0,2783.0,9.008279182211302E15
166.0,2056.0,2647.0,2.882729999130957E15
549.0,2302.0,1542.0,2.374429229337023E15
522.0,1862.0,1556.0,1.989944399984025E15
384.0,1104.0,2715.0,7.028002850667579E15
220.0,1039.0,2719.0,3.503540984344256E15
531.0,2945.0,1513.0,2.516933045755145E15
481.0,3894.0,1548.0,2.436104862749705E15
53.0,2063.0,2435.0,3.608514568647842E15
