4,6455.9008,1159.2371,5864.0,6.4559008E7,625.0928705129478
2,6516.7844,1152.1108,5906.0,6.5167844E7,623.7397178282176
6,6530.3436,1161.2372,5919.0,6.5303436E7,624.6580467953219
7,6580.8028,1162.4444,5957.0,6.5808028E7,623.0847233276659
9,6569.3933,1161.5343,5943.0,6.5693933E7,617.4503554644543
3,6479.1009,1153.0715,5866.0,6.4791009E7,624.0707072292763
7,6544.5196,1159.9712,5876.0,6.5445196E7,621.6126496350397
10,6492.0783,1160.4403,5874.0,6.4920783E7,624.9148827117291
5,6584.0287,1160.5986,5931.0,6.5840287E7,636.5481567843217
12,6568.4719,1164.3925,5909.0,6.5684719E7,630.2847147285272
7,6502.2782,1156.0525,5866.0,6.5022782E7,623.1081871812856
