17,4838.6805,1010.3718,4287.0,4.8386805E7,599.3561442855687
5,5239.0813,1053.9265,4625.0,5.2390813E7,591.733746825319
10,5480.6802,1059.9087,4845.5,5.4806802E7,627.0531190880909
11,5652.4683,1065.9285,5041.0,5.6524683E7,629.5026306369342
8,5810.5343,1089.6252,5078.0,5.8105343E7,640.886730126985
8,5839.662,1109.0529,5264.5,5.839662E7,633.4591982801718
6,5828.2553,1101.6901,5238.5,5.8282553E7,643.4440338966103
8,6086.7992,1108.1054,5389.0,6.0867992E7,563.8738802119788
8,6023.1627,1112.7151,5366.5,6.0231627E7,628.7651031896828
9,6096.4315,1127.6883,5473.0,6.0964315E7,568.9314889511082
16,6355.9185,1138.8056,5649.0,6.3559185E7,690.3123158684132
11,6175.8983,1140.8544,5563.0,6.1758983E7,637.7248009199087
5,6256.4433,1147.6074,5635.0,6.2564433E7,583.2880904909525
2,6240.9089,1145.6868,5632.0,6.2409089E7,537.3707947205285
7,6429.4762,1154.604,5701.5,6.4294762E7,500.89958904109693
10,6403.7197,1158.132,5837.0,6.4037197E7,706.8326866313339
10,6552.1427,1160.2768,5867.0,6.5521427E7,652.4549925007527
12,6642.566,1166.9595,5994.0,6.642566E7,623.5984314568527
9,6485.4116,1162.6337,5775.0,6.4854116E7,593.3369064093591
10,6634.438,1168.1587,6005.0,6.634438E7,561.2641414858516
7,6635.5799,1173.8722,5988.5,6.6355799E7,531.1028856114382
10,6655.9292,1174.8775,6057.0,6.6559292E7,506.8197906209381
4,6635.7548,1176.6799,6047.0,6.6357548E7,489.1178837116308
15,6620.177,1182.0294,6022.0,6.620177E7,478.58113818618125
7,6712.7164,1187.0055,6056.5,6.7127164E7,448.54508519148055
2,6725.1166,1190.5489,6090.0,6.7251166E7,881.3067964203615
10,6767.837,1194.3568,6098.0,6.767837E7,833.5221031896795
6,6807.5016,1196.1764,6232.0,6.8075016E7,810.1824311568873
4,6886.8895,1198.9258,6289.0,6.8868895E7,768.8722767723231
6,6827.2026,1194.438,6248.0,6.8272026E7,753.2325317468269
