55139,9,10094.7055,3344.5447,10090.0,26,1.00947055E8,2327.8993896160096
44825,7,6070.9674,1997.3836,9137.5,15,6.0709674E7,1669.8973381308099
24622,4,6593.7971,2179.4547,9500.5,16,6.5937971E7,1426.6036038237755
58231,9,11172.0187,3642.2631,10281.0,21,1.11720187E8,2388.3096753000023
52566,8,11101.8974,3625.0312,10379.0,23,1.11018974E8,2417.6340481000097
